x	singVal	singValLomSumasingVal	singValsqLomSumasingValsq
4963	3.95951	9.69553e-06	3.13399e-08
4964	3.95654	9.68826e-06	3.12929e-08
4965	3.95412	9.68234e-06	3.12547e-08
4966	3.95238	9.67807e-06	3.12271e-08
4967	3.94864	9.66891e-06	3.1168e-08
4968	3.94802	9.6674e-06	3.11583e-08
4969	3.94582	9.662e-06	3.11235e-08
4970	3.94542	9.66103e-06	3.11173e-08
4971	3.94343	9.65614e-06	3.10858e-08
4972	3.9395	9.64654e-06	3.1024e-08
4973	3.93607	9.63813e-06	3.09699e-08
4974	3.93459	9.63452e-06	3.09467e-08
4975	3.93112	9.62601e-06	3.08921e-08
4976	3.93023	9.62384e-06	3.08782e-08
4977	3.92801	9.61839e-06	3.08431e-08
4978	3.92352	9.6074e-06	3.07728e-08
4979	3.91926	9.59698e-06	3.0706e-08
4980	3.91907	9.59651e-06	3.0703e-08
4981	3.91673	9.59077e-06	3.06663e-08
4982	3.91208	9.57939e-06	3.05936e-08
4983	3.90873	9.57119e-06	3.05412e-08
4984	3.90539	9.56302e-06	3.04891e-08
4985	3.90434	9.56045e-06	3.04727e-08
4986	3.90204	9.5548e-06	3.04367e-08
4987	3.89836	9.5458e-06	3.03794e-08
4988	3.89542	9.53858e-06	3.03335e-08
4989	3.89491	9.53735e-06	3.03256e-08
4990	3.89355	9.53402e-06	3.03045e-08
4991	3.89131	9.52853e-06	3.02696e-08
4992	3.88823	9.52099e-06	3.02217e-08
4993	3.88596	9.51544e-06	3.01864e-08
4994	3.88362	9.50969e-06	3.015e-08
4995	3.88235	9.50658e-06	3.01303e-08
4996	3.87814	9.49628e-06	3.0065e-08
4997	3.87599	9.49102e-06	3.00317e-08
4998	3.87402	9.4862e-06	3.00012e-08
4999	3.87188	9.48096e-06	2.99681e-08
5000	3.86745	9.47011e-06	2.98995e-08
5001	3.86496	9.46402e-06	2.98611e-08
5002	3.86331	9.45996e-06	2.98354e-08
5003	3.85976	9.45127e-06	2.97807e-08
5004	3.85776	9.44638e-06	2.97499e-08
5005	3.85639	9.44303e-06	2.97288e-08
5006	3.85434	9.438e-06	2.96971e-08
5007	3.8535	9.43594e-06	2.96841e-08
5008	3.85084	9.42944e-06	2.96433e-08
5009	3.84676	9.41944e-06	2.95804e-08
5010	3.84525	9.41574e-06	2.95572e-08
5011	3.84268	9.40944e-06	2.95177e-08
5012	3.84146	9.40646e-06	2.94989e-08
5013	3.83942	9.40146e-06	2.94676e-08
5014	3.83549	9.39185e-06	2.94074e-08
5015	3.83469	9.38988e-06	2.93951e-08
5016	3.83097	9.38078e-06	2.93381e-08
5017	3.82944	9.37703e-06	2.93147e-08
5018	3.82686	9.3707e-06	2.92751e-08
5019	3.82443	9.36475e-06	2.9238e-08
5020	3.82293	9.36109e-06	2.92151e-08
5021	3.82187	9.35849e-06	2.91989e-08
5022	3.81765	9.34816e-06	2.91345e-08
5023	3.81397	9.33915e-06	2.90783e-08
5024	3.81052	9.33071e-06	2.90258e-08
5025	3.80779	9.32403e-06	2.89842e-08
5026	3.8063	9.32037e-06	2.89615e-08
5027	3.80305	9.31242e-06	2.89121e-08
5028	3.8019	9.3096e-06	2.88946e-08
5029	3.79895	9.30238e-06	2.88497e-08
5030	3.79786	9.29971e-06	2.88332e-08
5031	3.79673	9.29693e-06	2.8816e-08
5032	3.79513	9.29301e-06	2.87917e-08
5033	3.79269	9.28705e-06	2.87548e-08
5034	3.78909	9.27822e-06	2.87001e-08
5035	3.78766	9.27472e-06	2.86784e-08
5036	3.78419	9.26622e-06	2.86259e-08
5037	3.78334	9.26416e-06	2.86132e-08
